,title,sonnet_num,line,line_number_global,line_number,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
192,Sonnets,14.0,As truth and beauty shall together thrive,193.0,11,0.0,0.45,0.55,0.7269,shall thrive,truth beauty,together,truth beauty shall thrive
193,Sonnets,14.0,If from thyself to store thou wouldst convert;,194.0,12,0.0,1.0,0.0,0.0,store,,,thyself store thou wouldst convert 
194,Sonnets,14.0,"Or else of thee this I prognosticate,",195.0,13,0.0,1.0,0.0,0.0,prognosticate,thee,else,thee prognosticate 
195,Sonnets,14.0,Thy end is truth's and beauty's doom and date.,196.0,14,0.252,0.748,0.0,-0.4019,,end truth beauty doom date,,Thy end truth beauty doom date 
196,Sonnets,15.0,When I consider every thing that grows,197.0,1,0.0,1.0,0.0,0.0,consider grow,thing,when,consider thing grow
197,Sonnets,15.0,Holds in perfection but a little moment;,198.0,2,0.0,0.68,0.32,0.3291,hold,perfection moment,,hold perfection little moment 
198,Sonnets,15.0,That this huge stage presenteth nought but shows,199.0,3,0.0,0.809,0.191,0.1655,show,stage nought,,huge stage presenteth nought show
199,Sonnets,15.0,Whereon the stars in secret influence comment;,200.0,4,0.0,1.0,0.0,0.0,whereon,star influence comment,,whereon star secret influence comment 
200,Sonnets,15.0,"When I perceive that men as plants increase,",201.0,5,0.0,0.723,0.277,0.3182,perceive increase,man plant,when,perceive man plant increase 
201,Sonnets,15.0,"Cheered and check'd even by the self-same sky,",202.0,6,0.0,0.68,0.32,0.5106,cheer check'd,self sky,even,cheer check d self sky 
202,Sonnets,15.0,"Vaunt in their youthful sap, at height decrease,",203.0,7,0.0,0.753,0.247,0.3182,vaunt,sap height decrease,,vaunt youthful sap height decrease 
203,Sonnets,15.0,And wear their brave state out of memory:,204.0,8,0.0,0.673,0.327,0.5267,wear,state memory,,wear brave state memory 
204,Sonnets,15.0,Then the conceit of this inconstant stay,205.0,9,0.0,1.0,0.0,0.0,,conceit stay,then,conceit inconstant stay
205,Sonnets,15.0,"Sets you most rich in youth before my sight,",206.0,10,0.0,0.673,0.327,0.5984,,set youth sight,most,set rich youth sight 
206,Sonnets,15.0,Where wasteful Time debateth with Decay,207.0,11,0.351,0.649,0.0,-0.4019,debateth,,where,wasteful Time debateth Decay
207,Sonnets,15.0,"To change your day of youth to sullied night,",208.0,12,0.0,1.0,0.0,0.0,change,day youth night,,change day youth sullied night 
208,Sonnets,15.0,"And all in war with Time for love of you,",209.0,13,0.242,0.497,0.261,0.0772,,war love,,war Time love 
209,Sonnets,15.0,"As he takes from you, I ingraft you new.",210.0,14,0.0,1.0,0.0,0.0,take ingraft,,,take ingraft new 
210,Sonnets,16.0,But wherefore do not you a mightier way,211.0,1,0.0,1.0,0.0,0.0,,wherefore way,,wherefore mightier way
211,Sonnets,16.0,Make war upon this bloody tyrant Time?,212.0,2,0.576,0.424,0.0,-0.7783,make,war tyrant time,,war bloody tyrant time 
212,Sonnets,16.0,And fortify yourself in your decay,213.0,3,0.351,0.649,0.0,-0.4019,fortify,decay,,fortify decay
213,Sonnets,16.0,With means more blessed than my barren rhyme?,214.0,4,0.0,0.625,0.375,0.6361,,mean rhyme,more,mean blessed barren rhyme 
214,Sonnets,16.0,"Now stand you on the top of happy hours,",215.0,5,0.0,0.56,0.44,0.6705,stand,top hour,now,stand happy hour 
215,Sonnets,16.0,"And many maiden gardens, yet unset,",216.0,6,0.0,1.0,0.0,0.0,,garden,,maiden garden unset 
216,Sonnets,16.0,"With virtuous wish would bear your living flowers,",217.0,7,0.0,0.496,0.504,0.7269,would bear,wish living flower,,virtuous wish bear living flower 
217,Sonnets,16.0,Much liker than your painted counterfeit:,218.0,8,0.0,1.0,0.0,0.0,paint,liker counterfeit,,liker paint counterfeit 
218,Sonnets,16.0,So should the lines of life that life repair,219.0,9,0.0,1.0,0.0,0.0,should,line life life repair,so,line life life repair
219,Sonnets,16.0,"Which this time's pencil, or my pupil pen,",220.0,10,0.0,1.0,0.0,0.0,,time pencil pupil pen,,time pencil pupil pen 
220,Sonnets,16.0,Neither in inward worth nor outward fair,221.0,11,0.42,0.58,0.0,-0.3875,,,,inward worth outward fair
221,Sonnets,16.0,Can make you live yourself in eyes of men.,222.0,12,0.0,1.0,0.0,0.0,Can make live,eye man,,live eye man 
222,Sonnets,16.0,"To give away yourself keeps yourself still,",223.0,13,0.0,1.0,0.0,0.0,give keep,,away still,away keep 
223,Sonnets,16.0,And you must live drawn by your own sweet skill.,224.0,14,0.0,0.75,0.25,0.4588,must live draw,skill,,live draw sweet skill 
224,Sonnets,17.0,Who will believe my verse in time to come,225.0,1,0.0,1.0,0.0,0.0,will believe come,verse time,,believe verse time come
225,Sonnets,17.0,If it were fill'd with your most high deserts?,226.0,2,0.0,1.0,0.0,0.0,,fill'd desert,most,fill d high desert 
226,Sonnets,17.0,Though yet heaven knows it is but as a tomb,227.0,3,0.0,0.788,0.212,0.2846,know,tomb,,heaven know tomb
227,Sonnets,17.0,"Which hides your life, and shows not half your parts.",228.0,4,0.159,0.841,0.0,-0.1779,hide show,life part,,hide life show half part 
228,Sonnets,17.0,"If I could write the beauty of your eyes,",229.0,5,0.0,0.648,0.352,0.5859,could write,beauty eye,,write beauty eye 
229,Sonnets,17.0,"And in fresh numbers number all your graces,",230.0,6,0.0,0.446,0.554,0.6369,,number number grace,,fresh number number grace 
230,Sonnets,17.0,"The age to come would say, ""This poet lies,",231.0,7,0.259,0.741,0.0,-0.4215,come would say lie,age poet,,age come poet lie 
231,Sonnets,17.0,"Such heavenly touches ne'er touch'd earthly faces.""",232.0,8,0.0,0.6,0.4,0.6124,,touch face,,heavenly touch ne er touch d earthly face 
232,Sonnets,17.0,So should my papers (yellowed with their age),233.0,9,0.0,1.0,0.0,0.0,should yellow,paper age,so,paper yellow age 
233,Sonnets,17.0,"Be scorn'd, like old men of less truth than tongue,",234.0,10,0.0,0.64,0.36,0.5434,,man truth tongue,,scorn d like old man truth tongue 
234,Sonnets,17.0,"And your true rights be term'd a poet's rage,",235.0,11,0.29,0.484,0.226,-0.2023,,right poet rage,,true right term d poet rage 
235,Sonnets,17.0,And stretched metre of an antique song:,236.0,12,0.0,1.0,0.0,0.0,stretch,song,,stretch metre antique song 
236,Sonnets,17.0,"But were some child of yours alive that time,",237.0,13,0.0,0.702,0.298,0.5267,,child your time,,child alive time 
237,Sonnets,17.0,"You should live twice, in it and in my rhyme.",238.0,14,0.0,1.0,0.0,0.0,should live,rhyme,twice,live twice rhyme 
238,Sonnets,18.0,Shall I compare thee to a summer's day?,239.0,1,0.0,1.0,0.0,0.0,Shall compare,summer day,,Shall compare thee summer day 
239,Sonnets,18.0,Thou art more lovely and more temperate:,240.0,2,0.0,0.594,0.406,0.624,,art,more more,Thou art lovely temperate 
240,Sonnets,18.0,"Rough winds do shake the darling buds of May,",241.0,3,0.136,0.56,0.304,0.4767,shake darle,wind bud,,rough wind shake darle bud 
241,Sonnets,18.0,And summer's lease hath all too short a date;,242.0,4,0.0,1.0,0.0,0.0,,summer lease hath date,too,summer lease hath short date 
242,Sonnets,18.0,"Sometime too hot the eye of heaven shines,",243.0,5,0.0,0.68,0.32,0.5106,shine,eye,sometime too,hot eye heaven shine 
243,Sonnets,18.0,"And often is his gold complexion dimm'd,",244.0,6,0.0,1.0,0.0,0.0,,complexion dimm'd,often,gold complexion dimm d 
244,Sonnets,18.0,"And every fair from fair sometime declines,",245.0,7,0.0,0.521,0.479,0.5574,,fair sometime decline,,fair fair decline 
245,Sonnets,18.0,By chance or nature's changing course untrimm'd:,246.0,8,0.0,0.75,0.25,0.25,change,chance nature course,,chance nature change course untrimm d 
246,Sonnets,18.0,"But thy eternal summer shall not fade,",247.0,9,0.0,1.0,0.0,0.0,shall fade,summer,,thy eternal summer shall fade 
247,Sonnets,18.0,"Nor lose possession of that fair thou ow'st,",248.0,10,0.0,0.568,0.432,0.5511,lose,possession,,lose possession fair thou ow st 
248,Sonnets,18.0,"Nor shall Death brag thou wand'rest in his shade,",249.0,11,0.0,0.718,0.282,0.4847,shall brag,death shade,,shall death brag thou wand rest shade 
249,Sonnets,18.0,When in eternal lines to time thou grow'st.,250.0,12,0.0,1.0,0.0,0.0,,line,when,eternal line time thou grow st 
250,Sonnets,18.0,"So long as men can breathe or eyes can see,",251.0,13,0.0,1.0,0.0,0.0,can breathe can see,man eye,so long,long man breathe eye 
251,Sonnets,18.0,"So long lives this, and this gives life to thee.",252.0,14,0.0,1.0,0.0,0.0,live give,life,so long,long live give life thee 
252,Sonnets,19.0,"Devouring Time, blunt thou the lion's paws,",253.0,1,0.0,1.0,0.0,0.0,,lion paws,,Devouring Time blunt thou lion paws 
253,Sonnets,19.0,And make the earth devour her own sweet brood;,254.0,2,0.0,0.727,0.273,0.4588,make devour,earth brood,,earth devour sweet brood 
254,Sonnets,19.0,"Pluck the keen teeth from the fierce tiger's jaws,",255.0,3,0.0,0.762,0.238,0.3612,pluck,tooth tiger jaw,,pluck keen tooth fierce tiger jaw 
255,Sonnets,19.0,And burn the long-liv'd phoenix in her blood;,256.0,4,0.0,1.0,0.0,0.0,burn,liv'd phoenix blood,,burn long liv d phoenix blood 
256,Sonnets,19.0,"Make glad and sorry seasons as thou fleet'st,",257.0,5,0.126,0.583,0.291,0.4019,make,season,,glad sorry season thou fleet st 
257,Sonnets,19.0,"And do what e'er thou wilt, swift-footed Time,",258.0,6,0.0,1.0,0.0,0.0,foot,swift time,,e er thou wilt swift foot time 
258,Sonnets,19.0,To the wide world and all her fading sweets:,259.0,7,0.0,0.714,0.286,0.4939,,world sweet,,wide world fading sweet 
259,Sonnets,19.0,"But I forbid thee one most heinous crime,",260.0,8,0.619,0.381,0.0,-0.8449,forbid,crime,most,forbid thee heinous crime 
260,Sonnets,19.0,"O, carve not with thy hours my love's fair brow,",261.0,9,0.0,0.796,0.204,0.3182,carve,hour love brow,,o carve thy hour love fair brow 
261,Sonnets,19.0,Nor draw no lines there with thine antique pen;,262.0,10,0.0,0.809,0.191,0.2235,draw,line thine,there,draw line thine antique pen 
262,Sonnets,19.0,"Him in thy course untainted do allow,",263.0,11,0.0,0.759,0.241,0.2263,allow,course,,thy course untainted allow 
263,Sonnets,19.0,For beauty's pattern to succeeding men.,264.0,12,0.0,0.61,0.39,0.4939,succeed,beauty pattern man,,beauty pattern succeed man 
264,Sonnets,19.0,"Yet do thy worst, old Time: despite thy wrong,",265.0,13,0.3,0.513,0.187,-0.3707,,wrong,yet,thy bad old Time despite thy wrong 
265,Sonnets,19.0,My love shall in my verse ever live young.,266.0,14,0.0,0.656,0.344,0.6369,shall live,love verse,ever,love shall verse live young 
266,Sonnets,20.0,A woman's face with Nature's own hand painted,267.0,1,0.0,0.652,0.348,0.4939,paint,woman face hand,,woman face Nature hand paint
267,Sonnets,20.0,"Hast thou, the master mistress of my passion;",268.0,2,0.0,0.7,0.3,0.4588,,master mistress passion,,Hast thou master mistress passion 
268,Sonnets,20.0,A woman's gentle heart but not acquainted,269.0,3,0.0,0.719,0.281,0.2382,acquaint,woman heart,,woman gentle heart acquaint
269,Sonnets,20.0,With shifting change as is false women's fashion;,270.0,4,0.0,1.0,0.0,0.0,shift,change woman fashion,,shift change false woman fashion 
270,Sonnets,20.0,"An eye more bright than theirs, less false in rolling,",271.0,5,0.0,0.738,0.262,0.4927,,eye rolling,more less,eye bright theirs false rolling 
271,Sonnets,20.0,Gilding the object whereupon it gazeth;,272.0,6,0.0,1.0,0.0,0.0,gild,object whereupon,gazeth,gild object gazeth 
272,Sonnets,20.0,"A man in hue all hues in his controlling,",273.0,7,0.0,1.0,0.0,0.0,,man hue controlling,,man hue hue controlling 
273,Sonnets,20.0,Which steals men's eyes and women's souls amazeth.,274.0,8,0.32,0.68,0.0,-0.5106,steal,man eye woman soul,,steal man eye woman soul amazeth 
274,Sonnets,20.0,"And for a woman wert thou first created,",275.0,9,0.0,0.75,0.25,0.25,create,woman wert,first,woman wert thou create 
275,Sonnets,20.0,"Till Nature as she wrought thee fell a-doting,",276.0,10,0.0,1.0,0.0,0.0,work fall,doting,,till Nature work thee fall doting 
276,Sonnets,20.0,"And by addition me of thee defeated,",277.0,11,0.341,0.659,0.0,-0.4767,defeat,addition,,addition thee defeat 
277,Sonnets,20.0,By adding one thing to my purpose nothing.,278.0,12,0.0,1.0,0.0,0.0,add,thing purpose,,add thing purpose 
278,Sonnets,20.0,"But since she prick'd thee out for women's pleasure,",279.0,13,0.0,0.613,0.387,0.7227,thee,woman pleasure,prick'd,prick d thee woman pleasure 
279,Sonnets,20.0,"Mine be thy love, and thy love's use their treasure.",280.0,14,0.0,0.556,0.444,0.7506,use,love love treasure,,thy love thy love use treasure 
280,Sonnets,21.0,So is it not with me as with that Muse,281.0,1,0.0,1.0,0.0,0.0,,muse,,muse
281,Sonnets,21.0,"Stirr'd by a painted beauty to his verse,",282.0,2,0.0,0.612,0.388,0.5859,paint,beauty verse,,Stirr d paint beauty verse 
282,Sonnets,21.0,"Who heaven itself for ornament doth use,",283.0,3,0.0,0.645,0.355,0.5106,heaven,doth use,,heaven ornament doth use 
283,Sonnets,21.0,"And every fair with his fair doth rehearse,",284.0,4,0.0,0.566,0.434,0.5574,,fair doth rehearse,,fair fair doth rehearse 
284,Sonnets,21.0,Making a couplement of proud compare,285.0,5,0.0,0.563,0.437,0.4767,make,couplement compare,,make couplement proud compare
285,Sonnets,21.0,"With sun and moon, with earth and sea's rich gems,",286.0,6,0.0,0.714,0.286,0.5574,,sun earth sea gem,,sun moon earth sea rich gem 
286,Sonnets,21.0,"With April's first-born flowers, and all things rare",287.0,7,0.0,1.0,0.0,0.0,bear,flower thing,first,April bear flower thing rare
287,Sonnets,21.0,That heaven's air in this huge rondure hems.,288.0,8,0.0,0.727,0.273,0.3869,,air rondure hem,,heaven air huge rondure hem 
288,Sonnets,21.0,"O, let me, true in love, but truly write,",289.0,9,0.0,0.418,0.582,0.81,let write,love,truly,o let true love truly write 
289,Sonnets,21.0,"And then believe me, my love is as fair",290.0,10,0.0,0.519,0.481,0.7579,believe,love,then as,believe love fair
290,Sonnets,21.0,"As any mother's child, though not so bright",291.0,11,0.302,0.698,0.0,-0.464,,mother child,so,mother child bright
291,Sonnets,21.0,As those gold candles fix'd in heaven's air:,292.0,12,0.0,1.0,0.0,0.0,fix'd,gold candle air,,gold candle fix d heaven air 
292,Sonnets,21.0,"Let them say more that like of hearsay well,",293.0,13,0.0,0.589,0.411,0.5965,let say,,,let like hearsay 
293,Sonnets,21.0,I will not praise that purpose not to sell.,294.0,14,0.295,0.705,0.0,-0.4449,will praise sell,purpose,,praise purpose sell 
294,Sonnets,22.0,"My glass shall not persuade me I am old,",295.0,1,0.0,1.0,0.0,0.0,shall persuade,glass,,glass shall persuade old 
295,Sonnets,22.0,"So long as youth and thou are of one date,",296.0,2,0.0,1.0,0.0,0.0,,youth date,so long,long youth thou date 
296,Sonnets,22.0,"But when in thee time's furrows I behold,",297.0,3,0.0,1.0,0.0,0.0,behold,time furrow,when,thee time furrow behold 
297,Sonnets,22.0,Then look I death my days should expiate.,298.0,4,0.394,0.606,0.0,-0.5994,look should expiate,death day,then,look death day expiate 
298,Sonnets,22.0,For all that beauty that doth cover thee,299.0,5,0.0,0.648,0.352,0.5859,,beauty cover,,beauty doth cover thee
299,Sonnets,22.0,"Is but the seemly raiment of my heart,",300.0,6,0.0,1.0,0.0,0.0,,raiment heart,,seemly raiment heart 
300,Sonnets,22.0,"Which in thy breast doth live, as thine in me:",301.0,7,0.0,1.0,0.0,0.0,live,breast doth thine,,thy breast doth live thine 
301,Sonnets,22.0,How can I then be elder than thou art?,302.0,8,0.0,1.0,0.0,0.0,can,,how then,eld thou art 
302,Sonnets,22.0,"O, therefore, love, be of thyself so wary",303.0,9,0.0,0.625,0.375,0.6369,,love,therefore so,o love thyself wary
303,Sonnets,22.0,"As I, not for myself, but for thee will,",304.0,10,0.0,1.0,0.0,0.0,will,,, thee 
304,Sonnets,22.0,"Bearing thy heart, which I will keep so chary",305.0,11,0.0,1.0,0.0,0.0,bear will keep,heart,so,bear thy heart chary
305,Sonnets,22.0,As tender nurse her babe from faring ill.,306.0,12,0.286,0.714,0.0,-0.4215,fare,nurse babe,ill,tender nurse babe fare ill 
306,Sonnets,22.0,"Presume not on thy heart when mine is slain,",307.0,13,0.0,1.0,0.0,0.0,presume slay,heart,when,presume thy heart slay 
307,Sonnets,22.0,Thou gav'st me thine not to give back again.,308.0,14,0.0,1.0,0.0,0.0,gav'st give,thine,back again,Thou gav st thine 
308,Sonnets,23.0,"As an unperfect actor on the stage,",309.0,1,0.0,1.0,0.0,0.0,,actor stage,,unperfect actor stage 
309,Sonnets,23.0,"Who with his fear is put besides his part,",310.0,2,0.286,0.714,0.0,-0.4939,put,fear part,,fear 
310,Sonnets,23.0,"Or some fierce thing replete with too much rage,",311.0,3,0.31,0.69,0.0,-0.5574,,thing rage,too,fierce thing replete rage 
311,Sonnets,23.0,"Whose strength's abundance weakens his own heart,",312.0,4,0.277,0.723,0.0,-0.3182,weaken,strength abundance heart,,strength abundance weaken heart 
312,Sonnets,23.0,"So I, for fear of trust, forget to say",313.0,5,0.366,0.409,0.225,-0.2648,forget say,fear trust,so, fear trust forget
313,Sonnets,23.0,"The perfect ceremony of love's rite,",314.0,6,0.0,0.575,0.425,0.5719,,ceremony love rite,,perfect ceremony love rite 
314,Sonnets,23.0,"And in mine own love's strength seem to decay,",315.0,7,0.209,0.543,0.248,0.128,seem decay,love strength,,love strength decay 
315,Sonnets,23.0,O'ercharg'd with burden of mine own love's might.,316.0,8,0.293,0.707,0.0,-0.4404,o'ercharg'd,burden love might,,o ercharg d burden love 
316,Sonnets,23.0,"O, let my books be then the eloquence",317.0,9,0.0,1.0,0.0,0.0,let,book eloquence,then,o let book eloquence
317,Sonnets,23.0,"And dumb presagers of my speaking breast,",318.0,10,0.355,0.645,0.0,-0.5106,speak,presager breast,,dumb presager speak breast 
318,Sonnets,23.0,"Who plead for love, and look for recompense,",319.0,11,0.0,0.625,0.375,0.6369,plead look,love recompense,,plead love look recompense 
319,Sonnets,23.0,More than that tongue that more hath more express'd.,320.0,12,0.0,1.0,0.0,0.0,,tongue hath express'd,,tongue hath express d 
320,Sonnets,23.0,"O, learn to read what silent love hath writ:",321.0,13,0.0,0.656,0.344,0.6369,learn read,love writ,,o learn read silent love hath writ 
321,Sonnets,23.0,To hear with eyes belongs to love's fine wit.,322.0,14,0.0,0.816,0.184,0.2023,hear belong love,eye wit,,hear eye belong love fine wit 
322,Sonnets,24.0,Mine eye hath play'd the painter and hath stell'd,323.0,1,0.0,1.0,0.0,0.0,,eye hath painter hath,,eye hath play d painter hath stell d
323,Sonnets,24.0,Thy beauty's form in table of my heart;,324.0,2,0.0,1.0,0.0,0.0,,beauty form table heart,,Thy beauty form table heart 
324,Sonnets,24.0,"My body is the frame wherein 'tis held,",325.0,3,0.0,1.0,0.0,0.0,hold,body frame,wherein,body frame tis hold 
325,Sonnets,24.0,And perspective it is best painter's art.,326.0,4,0.0,0.588,0.412,0.6369,perspective,painter art,,perspective good painter art 
